start	end	text
3447080	3449440	You can add constraints.
3449440	3451360	Add constraints.
3451360	3452600	Yeah.
3452600	3458480	For example, tau 0 being equal to tau 1 goes to tau 2.
3458480	3462880	Tau 0 is tau 1 to tau 2.
3462880	3465960	We know that because that's what our function definition says.
3465960	3466840	It takes tau 1.
3466840	3468680	It returns tau 2.
3468680	3469800	Great.
3469800	3470720	What else do we know?
3473600	3474100	Yeah.
3474940	3482300	Tau 3 to tau 4 to tau 2.
3482300	3486620	Tau 3 is equal to tau 4 to tau 2.
3486620	3490540	Tau 3 is a function that takes in tau 4 as a parameter,
3490540	3492500	and it returns tau 2.
3492500	3494780	Great.
3494780	3497860	Did you have one as well?
3497860	3498900	Tau 4 is an int.
3502420	3502980	Great.
3502980	3503900	It's the number 2.
3503900	3507580	We know that 2 is int.
3507580	3509940	What else do we know?
3509940	3512780	Yeah.
3512780	3514460	Tau 3 equals tau 1.
3517860	3520380	They're both g.
3520380	3523620	What else do we know?
3523620	3524120	Yeah.
3525120	3537240	T1 is a function that takes an int and returns T2.
3537240	3537720	All right.
3537720	3539760	So we're getting to step 4 here.
3539760	3547600	T1 is a function that takes an int, and it returns T2, tau 2.
3547600	3550840	We know this by applying two rules at once,
3550840	3553800	where we say T3 is T1.
3553960	3556000	And T4 is an int.
3556000	3558960	So T1 is equal to T4 to T2.
3558960	3560000	And T4 is an int.
3560000	3562200	So T1 is equal to int to T2.
3566640	3567200	OK.
3567200	3568080	What else do we know?
3568080	3568580	Yeah.
3582720	3583360	Yeah, go for it.
3587000	3592800	T0 is int to T2 to T2.
3598580	3599080	Yeah.
3605800	3607240	How many people agree?
3607240	3608320	We have the final answer.
3613120	3614360	Is there one thing missing?
3616960	3619320	How many people can spot the one thing that's missing?
3619320	3619820	OK.
3625200	3628800	We said that T1 is int to T2, and then we
3628800	3631400	substituted T1 as int to T2.
3634320	3640920	However, if you read this function type line,
3640920	3644200	what does this read as?
3644200	3645200	Yeah.
3645200	3657160	It's a function that takes an integer and a T2,
3657160	3660000	and then it returns a T2.
3660000	3664840	But we know that T1, which was its only parameter,
3664840	3667840	should be itself a function.
3667840	3675200	So what we want is T0 takes a function, and it returns a T2.
3675200	3680240	The way that we denote that is putting some parentheses in.
3680240	3685800	So we say T0 takes a function from int to T2,
3685800	3689360	and then it returns a T2.
3689360	3693640	Is there anything else we can do to simplify this expression?
3697840	3702080	No.
3702080	3702720	No.
3702720	3704720	We're done.
3704720	3706960	We've reached the end of our type inference.
3710280	3710780	Yeah.
3710780	3711760	So what?
3711760	3714240	So the function g that is getting lost,
3714240	3718240	this could be any function that takes an int,
3718240	3721480	and returns any other int type?
3721480	3722000	Right.
3722000	3725760	So this function g that we're being given
3725760	3728720	has an interesting type.
3728720	3731960	It's of type int to T2, which means
3731960	3736280	so long as it has the type of taking an integer
3736280	3740160	and giving you something back, you can use it.
3740160	3745360	You can pass a g that takes an integer and returns a string,
3745360	3746520	and that'll work.
3746520	3748360	You could pass a g that takes an integer
3748360	3749760	and returns a character.
3749760	3750840	That'll work.
3750840	3754040	You can pass a g that takes an integer and returns a list.
3754040	3754920	That'll work.
3754920	3758720	All of those functions can be passed into T0,
3758720	3762320	and the result of that function application
3762320	3764280	will depend on what g you give it.
3769560	3770720	OK.
3770720	3776520	We're going to do one more, and then I'll let you guys go.
3784920	3785420	OK.
3815920	3816420	OK.
3824720	3826960	You can chat amongst yourselves as well if you want.
3826960	3828200	Don't be shy.
3844920	3846480	Thank you.
3874920	3876480	Thank you.
3904920	3906480	Thank you.
3934920	3936480	Thank you.
3964920	3966480	Thank you.
3994920	3996480	Thank you.
4024920	4026480	Thank you.
4054920	4056480	Thank you.
4084920	4086480	Thank you.
4114920	4116480	Thank you.
4144920	4146480	Thank you.
4174920	4176480	Thank you.
4204920	4206480	Thank you.
4234920	4236480	Thank you.
4264920	4266480	Thank you.
4294920	4296480	Thank you.
4324920	4326480	Thank you.
4354920	4356480	Thank you.
4384920	4386480	Thank you.
4414920	4416480	Thank you.
4444920	4446480	Thank you.
4474920	4476480	Thank you.
4504920	4506480	Thank you.
4534920	4536480	Thank you.
4564920	4566480	Thank you.
4594920	4596480	Thank you.
4624920	4626480	Thank you.
4654920	4656480	Thank you.
4684920	4686480	Thank you.
4714920	4716480	Thank you.
4744920	4746480	Thank you.
4774920	4776480	Thank you.
