start	end	text
3035360	3040700	So up above what you can see, only the pointer worked.
3040700	3044300	We evaluate the left-hand side, the red.
3044300	3046420	Simplify that as much as we can.
3046420	3054060	And then the beauty of it is that we get to this E1 prime 33, where X is equal to this
3054060	3055620	omega.
3055620	3060140	And since we never use X, we can just toss away the state.
3060140	3061140	And we'll return 33.
3061140	3062140	Yeah?
3062140	3063140	What do you mean by sharing?
3063140	3065460	Oh, yeah, yeah.
3065460	3072600	So what if...
3072600	3079060	What if we have a function that takes X and returns X plus X?
3079060	3082520	Then it's great to precompute 3 plus 4.
3082520	3085420	Now we're saving the polarized caps.
3085420	3091620	Because we're doing 7 plus 7 instead of 3 plus 4 plus 3 plus 4.
3091620	3097740	And if you do 3 plus 4 plus 3 plus 4, you've duplicated your computation.
3097740	3100620	Which might seem trivial, but I promise you it's not.
3100620	3105780	This is exactly what compilers are doing all the time to optimize your code.
3105780	3111040	So what Haskell does is it says, until you need something, don't evaluate it.
3111040	3114580	As soon as you need it, store it.
3114580	3117420	So we're gonna compute 3 plus 4 for X.
3117420	3120420	And then we're just gonna use that same value a second time.
3120420	3122360	We don't need to recompute it.
3122360	3124540	So that's what the sharing means.
3124540	3125540	Yeah?
3125540	3139040	So, no, that's part of the runtime environment.
3139040	3144260	But well, to the extent it can do these things at compile time, it will.
3144260	3148260	But it can't do everything.
3149100	3157100	Other questions?
3157100	3159660	Cool.
3159660	3168700	So in summary, you can have the technical term redexes or some terms that can reduce.
3168700	3175620	Your evaluation strategy tells you which term to evaluate and reduce.
3175620	3178580	You aren't guaranteed to find a normal form.
3178580	3181020	These are two different ways that you could...
3181020	3189020	Two different strategies to solve lambda expressions.
3189020	3196700	All right.
3196700	3199820	That concludes lambda calc.
3199820	3207100	However, in the slide deck, there are about 15 more slides about more fun things you can
3207100	3213540	do with lambda calculus, such as creating booleans, creating numbers, creating functions
3213540	3225460	we've already done, doing tuples, structs, and in particular, recursion, which is not
3225460	3238020	required for the course and will not be part of standard exam points.
3238020	3239340	There's some fun slides on it, too.
3239340	3245020	We talked about the Y Combinator, but not the VC firm.
3245020	3250500	So I would encourage you, if you have at all enjoyed lambda calc, or if it's just at all
3250500	3253740	interesting to check it out.
3253740	3256420	Those last few slides.
3256420	3265100	But otherwise, we're going to be leaving lambda calc in its place and use it as a way of talking
3265100	3271660	about some of these other ideas.
3271660	3275940	So any lingering questions on lambda calc?
3275940	3278260	Yeah.
3278260	3294740	So what should you take away from lambda calc?
3294740	3297860	I think it's a fair question.
3297860	3302900	First of all, for the exam, but also more broadly speaking, the goal of a lot of the
3302900	3308620	parts of this class are to improve your visual debugger, as I mentioned� as I brought up
3308620	3309620	earlier.
3309620	3314940	Where it's not necessarily that you're ever going to write lambda calc.
3314940	3318980	But you will look at a lot of functions as software engineers.
3318980	3319980	That's something that you will do.
3319980	3325340	And being able to spot how they work and what they're doing and how things will evaluate
3325340	3327860	is very important.
3327860	3336780	With respect to your grade, you need to be able to evaluate a lambda calc expression.
3336780	3340300	And say what are the free variables of this expression?
3340300	3341860	What will it reduce to?
3341860	3342900	Will it reduce?
3342900	3345100	Or will it not reduce?
3345100	3348660	That sort of thing.
3348660	3353900	Or write a lambda calc expression that does X, Y, Z.
3353900	3358780	That's the sum of it.
3358780	3360100	Other last questions?
3360100	3364340	Otherwise, feel free to bring up any other stuff during office hours as well.
3364340	3365340	Yeah?
3365340	3375620	In general, is it easier to start from the expression you go out?
3375620	3378780	It really depends on the expression.
3378780	3380780	Yeah.
3380780	3385420	The fact that JavaScript does it one way and Haskell does it another way is kind of indicative
3385420	3387060	of there's no right answer.
3387060	3390340	It's not that one of the two of them is smarter and better.
3390340	3392500	It's that they're different approaches.
3392500	3399380	Either one might be better.
3399380	3402420	Okay.
3402420	3408380	So what we have been talking about is lambda calculus's substitution model.
3408380	3414080	Where we said we could have a function with a function application and we can beta reduce
3414080	3421220	it to some other expression.
3421220	3425860	In JavaScript, that above function looks something like this.
3425860	3434220	And why we care about it is because we can do this beta reduction at compile time.
3434220	3436700	That's not a runtime evaluation.
3436700	3439740	That's a compile time simplification of your code.
3439740	3445260	So that at runtime, we don't need to compute it.
3445260	3451660	And if you're gonna do this over and over, then compile once, run ten times, it's highly
3451660	3459220	effective to beta reduce.
3459220	3462500	But why would you not want to do that?
3462500	3467740	If we tried to do beta reduction on� these slides are on Canvas, by the way, already.
3467740	3473720	So if you do that and follow along, they are already up there.
3473720	3480180	Why would you not want to do a beta reduction in a real language like JavaScript?
3480180	3489420	Where we're trying to say set X equal to some parameter for all X in some scope.
3489420	3492420	What can go wrong?
3492420	3494420	Yeah.
3494420	3496420	Yeah.
3496420	3502820	In JavaScript, we can update the value of X.
3502820	3507140	X might be something at the start of a function and change to be something else at the end
3507140	3511020	of the function.
3511020	3515860	We've been working with JavaScript that looks like this, but that's not actually all of
3515860	3517940	JavaScript's power.
3517940	3523100	We could say X equals X plus 1 on the second line of this function.
3523100	3531160	And then if we've substituted everything, we're kind of, like, in a limbo land.
3531160	3533180	It can also slow things down.
3533180	3535660	We don't need to get into that.
3535660	3544300	But to point out this idea of change and mutation in JavaScript, if we had a relatively simple
3544300	3552220	function, let Y equal 1, Z equal 0, Z plus plus, log Z, what do we expect to be the output
3552220	3553220	of console.log?
3553220	3554220	1.
3554220	3555220	1.
3555220	3556220	Right?
3556220	3565100	We've started Z as 0, we incremented Z, and then we output Z.
3565100	3572260	If we did a beta reduction of all Z is equal to 0, then when we get to this log, we log
3572260	3585060	0.
3585060	3592300	So most languages support this idea of mutation.
3592300	3593660	Variables are not static.
3593660	3594660	They change.
3594660	3597540	They're called variable for a reason.
3597540	3602380	Pascal has a different idea and says variables aren't variable.
3602380	3604140	They are static.
3604140	3613200	And part of the reason for that is so that they can do more substitution.
3613200	3615500	So what can we do about this?
3615500	3621840	We're going to spend the next lecture and a half talking about how to translate from
3621840	3628880	the kind of mathematician ivory tower of lambda calculus, not quite all the way down
3628880	3635240	to the machine model, but talk about the environment model of JavaScript somewhere in between.
3635240	3640240	Where we get some of the benefits of lambda calculus, but we aren't all the way in the
3640240	3645840	nuts and bolts of things.
3645840	3646840	It'll look like this.
3646840	3649380	This is what we're going to kind of be covering.
3649380	3651100	What does scope look like?
3651100	3655060	How do first order functions� yeah.
3655060	3656420	First order functions to start.
3656420	3658220	How do those work with scope?
3658220	3660300	How do free variables play into this?
3660300	3666740	And then finally, how do high order functions work with scope?
3666740	3672660	So to start, what is a scope?
3672660	3678660	What's the point of a scope?
3678660	3687220	What do you use it for?
3687220	3690180	You guys have a lot of answers.
3690180	3698940	Someone who hasn't brought something up.
3698940	3701180	I do appreciate it, just to be clear.
3701180	3711300	It's not bad that you guys answer a lot of questions.
3711300	3712300	What's the point of a scope?
3712300	3714140	You guys use these all the time.
3714140	3716340	When was the last time you wrote code?
3716340	3717340	It's like yesterday.
3717340	3718340	Right?
3718340	3720120	There was a PA.
3720120	3721620	You had to use a scope in the PA.
3721620	3722620	Yeah?
3722620	3738620	No, definitely.
3738620	3744100	So to make variables easier to use, I think, is a pretty concise summary of what's the
3744100	3745800	point of a scope.
3745800	3752120	We want to encapsulate and hide these variables live here.
3752120	3755880	It doesn't care about, like, these variables don't matter anywhere else.
3755880	3760240	Don't use the same X that I've defined here in some other place.
3760240	3761600	Yeah?
3761600	3769720	PA is due next week.
3769720	3772280	PA2 should be due this Sunday.
3772280	3776080	Is that not what grade scope says?
3776080	3777080	I'll fix that.
3777080	3778360	It should be this Sunday.
3778360	3784560	PA2 and 3 are due, like, this upcoming Sunday.
3784560	3785560	Not yesterday.
3785560	3786560	No.
3786560	3787560	Oh, yeah.
3787560	3788560	I guess I did just say...
3788560	3789560	Yeah, no.
3789560	3790680	Some of you might have been writing code.
3790680	3791680	I don't know.
3791680	3792680	Whatever.
3792680	3796920	You guys should probably be writing more code than you are currently writing.
3796920	3799040	That's definitely true.
3799040	3804040	For probably 99 of you.
3804040	3807600	But PA is due in six days or something like that.
3807600	3808600	Yep.
3808600	3812440	Don't worry if you didn't submit it.
3812440	3814440	Okay.
3814440	3815640	So scopes.
3815640	3822520	The point of them is to encapsulate state specific to the area of code that we're working
3822520	3823520	on.
3823520	3824520	Right?
3824520	3830560	If we're saying X here is equal to this thing, this is where I'm gonna use X with this value.
3830560	3833000	Not elsewhere in, like, a different library.
3833000	3836080	I don't want that other implementation of X.
3836080	3840000	I want my version of X.
3840000	3843280	So how are we gonna capture that?
3843280	3844780	We are...
3844780	3846360	We're not going here.
3846360	3849640	But we are gonna be somewhere in the middle here, where we're talking about, like, what
3849640	3855320	do we need to actually use a scope?
3855320	3864520	If we wanted to track this idea of the environment of our program over time, we're gonna need
3864840	3866280	some information.
3866280	3873280	So going to the previous example, we're going to create environments, which I call activation
3873280	3876960	records of whatever we are currently executing.
3876960	3882620	When we are inside of one scope, we want information about that scope.
3882620	3885760	It's doing X in this scope.
3885760	3890660	And we're going to contain all of our variables in this environment.
3890660	3894300	And then we're also going to contain some extra information.
3894300	3900780	If you've taken kind of lower level classes, where you've done Spark or MIPS or X86 or
3900780	3906340	whatever, you have to keep track of things like the stack pointer, the return address,
3906340	3908460	the frame pointer.
3908460	3915740	This is environmental information about what we're currently executing.
3915740	3921980	So what we might do is, for the current snippet, we could have our environment pointer point
3921980	3929460	to this area of memory, where we've said Y is equal to 1, Z is equal to 0.
3929460	3930780	This is our state.
3930780	3934460	It's our square brackets from lambda calculus.
3934460	3953620	As opposed to the code, the expressions that we're going to execute.
3953620	3965500	Depends on the setup.
3965500	3970340	Okay.
3970340	3976340	One minor piece of this that we kind of ignore after this one slide.
3976340	3982420	But there's the canonical idea of R values and L values.
3982420	3989140	R values are true expressions where we can treat them like lambda calculus.
3989140	3990500	They're very mathematical.
3990500	3993060	We can simplify as much as we want.
3993060	3996700	There's no backing environment to them.
3996700	4000780	And L values are pointers to R values.
4000780	4007700	They're like the buckets that you learn about with variables.
4007700	4013260	So L values point to R value information.
4013260	4022180	And when we look at something like plus plus, when we say Z plus plus or plus plus Z, we
4022180	4029580	can't plus plus an R value, because plus plus is mutating the state.
4029580	4035500	So you can only plus plus an L value so that it can update itself.
4035500	4044860	So in our thing over here, the left-hand side, the YZ, those are our L values that
4044860	4047900	are pointing to R values on the right-hand side.
4047900	4053500	We can plus plus Z. You can't plus plus 0.
4053500	4057060	Because plus plus 0, it's like, what does that even mean?
4057060	4058760	Maybe it returns 1.
4058760	4059760	Maybe it doesn't.
4059760	4064060	But it certainly doesn't update the number 0 to be 1.
4064060	4065060	That would be really weird.
4065620	4068620	If later, you then, like, use 0 and got 1.
4073620	4074620	Goodness.
4074620	4075620	OK.
4075620	4081180	So that's L values, R values, whatever.
4081180	4088380	When we want to execute console.log Z, we will go look at our environment and say, what
4088380	4092140	context are we evaluating console.log Z in?
4092140	4093780	Oh, sorry.
4093780	4095500	We're looking at the Z plus plus first.
4095500	4100340	When we execute Z plus plus, we say, what environment are we executing that in?
4100340	4103260	Our environment is the little square.
4103260	4105900	We go look up the value of Z. Z is 0.
4105900	4109460	We increment it to 1.
4109460	4111420	So we find our environment.
4111420	4113820	We check to see if we're inside of the environment.
4113820	4116220	And then we use the environment.
4116220	4120020	When we log Z, the process is the same.
4120020	4124980	We find what our current environment is, which is whatever our environment pointer
4124980	4126620	points to.
4126620	4133700	We look up the value of Z. What's the value of Z?
4133700	4134700	What's the value of Z?
4134700	4135700	1.
4135700	4136700	1.
4136700	4137700	Yeah.
4137700	4140900	It's in the table right there.
4140900	4146700	So we print out 1.
4146700	4150700	This algorithm sounds a little slow.
4150700	4152500	That's because it is.
4152500	4156820	It's not very convenient to continually look up the environment pointer, check what my
4156820	4158180	variables are.
4158180	4159300	Is my variable there?
4159300	4163700	If it's not, go find it somewhere else.
4163700	4166580	That's partially because we're not in the machine model.
4166580	4169580	We aren't talking about x86 or Spark.
4169580	4173300	But it's also just a kind of necessary evil.
4173300	4176740	You have to be able to find what is my environment.
4176740	4181500	So we can come up with kind of, like, speedy hacks around it.
4181500	4184980	But at the end of the day, we have to do this approach.
4184980	4189340	Anytime we're executing code, we have to know what environment are we executing that code
4189340	4190340	in.
4190340	4195980	Because it's very different to log Z here than in a totally different program where
4195980	4197860	you said Z is 100.
4197860	4198860	Or Z is omega.
4198860	4200660	Or, you know, whatever.
4200660	4205780	Those mean different things depending on the environment.
4205780	4210020	OK.
4210020	4214340	That's the anatomy of a scope.
4214340	4217300	Which is not, like, it's not crazy.
4217300	4220860	It's not supposed to be something totally new.
4220860	4221940	Scopes are scopes.
4221940	4226660	Scopes store variables.
4226660	4231300	Right?
4231300	4233660	When do we create environments?
4233660	4239660	When do we create scopes?
4239660	4241020	Chat with someone next to you.
4241020	4242660	When do we need to do these?
4242660	4248660	A, B, A and B, or never?
4278660	4294860	How many people vote A?
4294860	4297260	Every time we create a new block scope.
4297260	4299820	Or every time we enter a new block scope.
4299820	4301500	How many people vote B?
4301500	4305020	Every time we enter a new function scope.
4305020	4307060	How many people vote A and B?
4308060	4309060	All right.
4309060	4310060	We got a majority there.
4310060	4312060	Anybody say we don't need new environments?
4312060	4313060	OK.
4313060	4314060	Nobody's really...
4314060	4317180	Oh, maybe we have a jokester.
4317180	4322540	There are some worlds where you might have a language that doesn't create new environments.
4322540	4324700	It's not unreasonable.
4324700	4330240	And there was a version of JavaScript where you didn't have new block scopes.
4330240	4332820	Or new scope on a block scope.
4332820	4335380	Because we only really cared about function scope.
4335380	4342180	Nowadays, it's A and B. Whenever you create a new block scope or a new function scope.
4342180	4345900	Then we create a new environment.
4345900	4350900	So the approach we're gonna take, and we're gonna spend a lot of time drawing these diagrams,
4350900	4357460	and this is basically what the homework looks like, is we will have a function.
4357460	4360100	We will call that function.
4360100	4366860	And then we're going to keep track of the environment as we execute that code.
4366860	4372920	And one of the main points of this chunk of class is so that you can look at this code
4372920	4373920	and say...
4373920	4375500	I know what that's gonna do.
4375500	4376500	Here it's pretty obvious.
4376500	4377500	It's factorial.
4377500	4379900	We called it fact.
4379900	4381260	That's not always the case.
4381260	4383300	Sometimes you're presented with code that looks like...
4383300	4384820	What the heck is this doing?
4384820	4390420	Being able to trace through it and understand what state is looking like as you are tracing
4390420	4392780	through it is extremely valuable.
4392780	4394700	It saves you a lot of time.
4394700	4400140	Rather than having to put a bunch of console.log inside of the code and then run it and run
4400140	4401140	it.
4401140	4402740	Or put a breakpoint and run it and run it.
4402740	4405720	So we're finishing up with class now.
4405720	4413300	We're gonna pick up on Wednesday diving into how can we track environment as we run JavaScript
4413580	4415580	code.
4415580	4417900	Feel free to drop by office hours.
4417900	4419620	Otherwise, have a good week.
4713300	4714300	Bye.
4714300	4715300	Bye.
4715300	4716300	Bye.
4716300	4717300	Bye.
4717300	4717300	
4743300	4744300	Bye.
4744300	4745300	Bye.
4745300	4745300	
4773300	4774300	Bye.
4774300	4775300	Bye.
4775300	4775300	
